client_id,y_proba
1222646323,0.22710907074342607
451375919,0.08443631120472835
338972671,0.09061369576270098
1472834688,0.4387154383397909
1068680340,0.5080284806239952
711558356,0.43600291665920304
422084751,0.6673169823856389
123316323,0.6924753734638386
1321691715,0.2102564411050528
1861869059,0.2893615114010161
1595517041,0.2009820103191571
1408023785,0.07844333294385841
1327432047,0.10889319928307704
1147481134,0.08970631439648671
122279077,0.4420685533477174
1177854254,0.8134269919349404
985873256,0.4625225932817517
853552378,0.2492037500362998
1687099232,0.7349863972015276
891087466,0.4184154557815364
1035374127,0.670556095021398
1037143944,0.1793400647607883
308162265,0.6571527668024981
1893016025,0.09710646639508487
1854082979,0.45665347701557196
1600875950,0.09106272589504938
1991899634,0.7333690507732428
638886315,0.10656198385212529
1208147537,0.10240271604205776
1322726978,0.4896544079698406
1256445690,0.09797821473225463
1652258354,0.40444118003562257
1112221396,0.6723693621966096
732497257,0.2056401755415541
140285460,0.09492025895169892
735985444,0.08503177768756008
1344298467,0.2410283256184845
1122977086,0.08181676465254895
1972322805,0.6741002853660889
512479010,0.0777107902506482
1110057717,0.22764998030553027
1433542674,0.07781630251720473
1041617418,0.21789910739302398
134507716,0.20994553399788443
141363965,0.07715835074659175
644584000,0.09350506216433065
730164497,0.24722293180665156
1000803517,0.09660374815233029
785941673,0.09620994341160605
1992212658,0.07715039895562417
1425881145,0.08713173547109494
626144979,0.20542894222825916
1196534790,0.23665779158627567
701373306,0.2057020087178078
810743044,0.09415929096117927
1031945947,0.6786895006205536
1017336008,0.26044357040718835
853563111,0.09231322915940729
1086314518,0.09539006870526572
1490660020,0.6995445741341872
1263025318,0.7352021559117766
1034650346,0.24264859171344516
891051861,0.10149398552841032
1006445078,0.07725418061315023
1947572215,0.21836413595948173
568833929,0.4390525289270201
1787333249,0.22127265964870732
205152107,0.7724134678632076
1637019918,0.6726232048380609
1542990309,0.2084519821933962
1885211263,0.07417217183300351
1170788866,0.7127431396589649
580402828,0.20296018232047247
646856341,0.20680990596667448
192509581,0.7739194600955124
688168404,0.0864033902208484
746364756,0.07744215142719943
214922788,0.20714676979971955
389682777,0.480167974419061
1812692074,0.46098890981045826
1928867367,0.10646493290662505
286911378,0.0931375684255301
1840726854,0.08755145272115103
1493903929,0.6942311943603602
1108555957,0.10828434100035061
1154311297,0.2542612059105685
1763532850,0.6975242682039053
1550760651,0.20291265108229156
217282053,0.21716155809290336
1791170525,0.3992497368722641
1325204578,0.6813838392590953
417821881,0.4216976316025326
1619665559,0.48740206523145996
1182331091,0.07928515639195567
440189671,0.6710716581507405
228517183,0.21680073449375456
1737645892,0.6475609163250429
513808882,0.6914055030638958
1466558639,0.09531479434312139
1391343651,0.1976993350171127
366437162,0.6392306453835679
1663485904,0.7015610648537037
1277705540,0.40371685362401205
1695434078,0.71325361412379
1153618830,0.6910409081924319
290459554,0.09987303999779965
1870260774,0.1970193004993516
1745881958,0.2078271412783195
965757485,0.6505565892809214
1039962921,0.6962848547755106
990386514,0.4009589340363324
707133965,0.7723683492674482
1151030976,0.43090082129323287
1562311764,0.4863476213518878
1642301496,0.2072009651379568
672684628,0.2011468604233419
886972937,0.6552186195194797
1132979353,0.663276426895061
890778137,0.7132770165964493
1354656005,0.07820564255686481
1268368986,0.10584556462739708
326361139,0.6963471988880773
1461801238,0.21142115045091392
1456911011,0.669108655489589
1834524926,0.42457841352818504
1961769341,0.2467351005816053
645164028,0.2230706397669474
1199198186,0.2257505117663942
1959977776,0.2215487208575792
1546548434,0.4203747512684609
160014444,0.23310675194494349
1394474757,0.7218556032645412
1871621659,0.21640262156836257
165921640,0.11186036037873669
1657628568,0.20795809678568036
125847324,0.746265823225653
300665285,0.29369152081648014
1854537526,0.08919768721877817
205660519,0.10567681513532053
1440727767,0.07840589693145071
351342339,0.2720354798343578
1477881399,0.6971451438357601
1654968886,0.42568092753930936
314048775,0.21022025438485972
1406451285,0.2320142925188086
1870959656,0.5009232119652384
1944180870,0.708152650437088
1317221051,0.46196299190059376
565547512,0.7993344107646975
1324838429,0.6721765097741774
1818750258,0.10854748551326934
452061612,0.6594401510282554
1989570073,0.23459829081168426
451826022,0.10780314411260931
1180648968,0.19919099918119992
1386817208,0.6721836161851809
298067448,0.4169583918869698
1978121396,0.4470681195142528
269987518,0.08768377444161617
723904241,0.6451848132978818
1264435621,0.7528106583949639
1125176379,0.7163421414558967
543657745,0.4179550354901329
601868871,0.4553553594633261
165256735,0.4136870600144089
1651839757,0.08567954154674436
1178391114,0.10414267629547132
694701520,0.653918362538526
108296535,0.47205023626643133
1637296905,0.6587776670796099
1483766273,0.08785233891656408
887093410,0.7021018502584218
354784342,0.7196906579194821
772175771,0.08030837496213675
479310442,0.2409960292519032
272577192,0.46201841613670097
443143456,0.4950431445587042
493461691,0.7258561075094023
1729906415,0.09869396478168058
661775220,0.08045068070219795
1253803928,0.09506224901945612
1573084614,0.08610823277285665
432261145,0.11207756345477136
1770234086,0.42053218763816574
1961088399,0.19875887404020606
1017218639,0.7261280945709443
308537690,0.6786008503154728
839561676,0.6901380782866124
1523085537,0.09077510496725899
482556556,0.18916807891210025
1893862313,0.22720727921446324
706507449,0.7304340492544379
1753948290,0.08967663604746565
714319748,0.098393692210687
195675698,0.10620320317844159
1403330236,0.4053078584984205
1561180190,0.20507955297936614
1970885453,0.6613342943729376
106019215,0.6590550831293915
1973579552,0.2562535577235592
1329157784,0.22029087409101808
280488442,0.1800327309987442
757265848,0.1991389189589958
147008960,0.24960260476117924
671159433,0.23934331830897557
751411588,0.4278326656161777
785992043,0.4124136062818559
1487147020,0.5289830253093915
441212165,0.18709554978615583
1742283075,0.09259240748957479
1308505315,0.6516151349220948
749262689,0.6730747679049204
1979246858,0.18734968368900898
422666030,0.08141068287018394
918269475,0.23368774475254855
1595271251,0.1996262741450612
1142073934,0.6819233651849027
1332310455,0.08283246746496238
1824069073,0.08472197367769832
1210387630,0.08064427439916828
1628869855,0.17236385187813336
626116775,0.2157490502763454
767964447,0.09345946003586683
1493056474,0.09172062287022142
473862722,0.0866732059881873
1296226472,0.23136356571143465
392927976,0.10856752397184245
253241599,0.21836039629106532
916802193,0.6964107918621124
296804562,0.7744003339840367
1410612750,0.22864239651036977
479165593,0.21611822277865156
1673787702,0.3933217516065026
1921473481,0.07784279678070273
1538555822,0.2615774494997236
942820324,0.08309904145511582
980730706,0.22198690318003356
645977894,0.11204367488416657
1321615892,0.23752989042344677
482231470,0.10210879170136494
1564493849,0.6946012386188012
1602166713,0.10833355098087658
1752748468,0.08314893919096425
1167834272,0.08226541879190426
1287117991,0.7596785238055288
596190637,0.6917320856474326
1968578339,0.734719337591763
749041244,0.21508442608839304
1748540910,0.07975868792786334
1172014709,0.69187139476148
1450476109,0.080985765660277
361584973,0.41763304079673885
693003935,0.2537562956960568
1759514200,0.08445401747609148
282611735,0.10668367785923413
1349595153,0.29497647961932355
1969285346,0.42273619184656647
327540295,0.19829154043086633
1719368606,0.20811175730065548
690571585,0.676361606702479
497992796,0.48461908710206286
1249219736,0.21921673338548625
1198249373,0.5130034717736488
1001285748,0.08712696651792488
812384993,0.78521945996033
1210219772,0.20020018091807232
139652821,0.07356070421881136
540168241,0.6495918859858706
1063124591,0.4618628590622843
1559981514,0.44212781263061196
987320108,0.7191134185184911
1718526551,0.09224496365618652
638187058,0.09540597649851941
1704909165,0.7580720581825627
120637062,0.4294211962360239
1248446935,0.4338217887252643
1374312337,0.08574756371338688
1332404888,0.07536452214733577
661377985,0.26394885226562625
1458305696,0.20992565603675983
1674576317,0.1846658728847754
1022111451,0.08111824127391573
503741083,0.45799238881958193
1974749783,0.21413713553434974
1080205119,0.07708686152297804
1937306404,0.2253287519317519
1130408245,0.09921283845909082
468447325,0.6725520427842278
980599515,0.17863962978075257
1919510467,0.09249486999363693
1857499961,0.44281462291802226
283610399,0.21054982043775133
319247595,0.6806705640986729
688840852,0.6947574361118869
1395675176,0.5143926404874978
1811443368,0.28425329488753837
1131104534,0.7014470615756664
1341293390,0.10624658989659912
637361630,0.08357280048495326
412792945,0.4338986908007569
1352311988,0.08050153724553884
